t,mass_est,comx,comy,comz,pitch,roll,gyro0,gyro1,gyro2,grav0,grav1,grav2,cmd0,cmd1,cmd2,q0,q1,q2,q3,q4,q5,q6,q7,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,act0,act1,act2,act3,act4,act5,act6,act7
1.25919,-0.04882,-0.00036,0.00103,0.00049,-0.19630,0.08075,-0.04636,-0.15443,-0.22935,-0.20945,-0.02078,-0.97760,0.00000,0.00000,0.00000,-0.05634,0.25726,0.37584,0.64470,-0.03893,-0.25616,-0.36397,0.07710,-0.02000,-0.01000,-0.13000,1.80000,0.00000,0.00000,0.18000,1.38000,0.03350,1.18101,0.64457,3.77758,-0.25207,-1.09146,-1.28427,2.04087
1.27924,-0.05118,-0.00028,0.00106,0.00051,-0.20085,0.08108,-0.01573,-0.21195,-0.22482,-0.21370,-0.02079,-0.97668,0.00000,0.00000,0.00000,-0.05664,0.25656,0.37014,0.67730,-0.03923,-0.25606,-0.36257,0.10240,-0.03000,-0.09000,-0.30000,1.65000,-0.03000,0.01000,0.04000,1.24000,0.09847,1.05731,0.51628,3.00186,-0.31020,-1.08048,-1.40311,1.35695
1.29921,-0.01960,-0.00026,0.00109,0.00051,-0.20429,0.08232,0.02075,-0.15629,-0.22615,-0.21718,-0.02184,-0.97589,0.00000,0.00000,0.00000,-0.05754,0.25476,0.36684,0.71130,-0.04043,-0.25606,-0.36287,0.12710,-0.02000,-0.05000,-0.04000,1.74000,-0.03000,0.00000,-0.04000,1.13000,0.15923,0.87261,0.76759,1.71652,-0.35506,-0.99938,-1.54059,0.28276
1.31948,0.05449,-0.00060,0.00098,0.00076,-0.20586,0.08239,-0.07352,-0.03618,-0.21044,-0.21856,-0.02244,-0.97557,0.00000,0.00000,0.00000,-0.05804,0.25446,0.37094,0.74680,-0.04083,-0.25526,-0.36467,0.14550,0.00000,0.00000,0.24000,1.65000,0.01000,0.06000,-0.23000,0.81000,0.21451,0.75697,1.45549,1.23997,-0.44906,-0.90823,-1.67998,0.11813
1.33948,0.06444,-0.00120,0.00131,0.00089,-0.20642,0.08117,-0.06554,-0.01381,-0.16144,-0.21869,-0.02192,-0.97555,0.00000,0.00000,0.00000,-0.05824,0.25356,0.37944,0.77300,-0.04093,-0.25506,-0.36877,0.15980,-0.01000,-0.15000,0.71000,1.30000,0.00000,-0.03000,-0.18000,0.79000,0.16879,0.63352,1.93058,0.99911,-0.51675,-0.83854,-1.90890,0.65290
1.35944,0.27329,-0.00705,0.00892,0.00873,-0.20477,0.07786,-0.09536,0.26049,-0.18780,-0.21619,-0.02024,-0.97614,0.00000,0.00000,0.00000,-0.05784,0.25126,0.38544,0.79560,-0.03993,-0.25476,-0.37197,0.17400,0.07000,0.00000,0.03000,1.02000,0.06000,0.05000,0.04000,0.52000,0.06477,0.78112,1.71665,0.65292,-0.39286,-0.84266,-1.74632,0.60546
1.37942,0.25710,-0.00572,0.00819,0.00573,-0.20153,0.07571,-0.01520,0.05596,-0.12096,-0.21254,-0.01965,-0.97695,0.00000,0.00000,0.00000,-0.05664,0.24676,0.38484,0.81260,-0.04073,-0.25286,-0.37117,0.18250,0.02000,-0.31000,-0.13000,0.70000,-0.07000,0.16000,0.03000,0.34000,0.08085,0.87044,1.56297,0.49877,-0.57080,-0.87216,-1.77330,0.37815
1.39941,0.05353,-0.00116,0.00187,0.00092,-0.20043,0.07542,0.02262,0.13000,-0.09859,-0.21138,-0.02020,-0.97720,0.00000,0.00000,0.00000,-0.05744,0.24296,0.37944,0.82450,-0.04063,-0.24996,-0.37057,0.18630,-0.02000,-0.09000,-0.25000,0.69000,0.00000,0.19000,0.08000,0.19000,0.01538,0.95332,1.45806,0.31032,-0.46264,-0.79183,-1.67299,0.12799
1.41919,0.03523,-0.00073,0.00111,0.00084,-0.19791,0.07486,-0.04263,0.19072,-0.12016,-0.20883,-0.02071,-0.97773,0.00000,0.00000,0.00000,-0.05744,0.24276,0.37924,0.83770,-0.04083,-0.24486,-0.36847,0.19190,0.00000,0.06000,0.11000,0.56000,0.00000,0.29000,0.15000,0.24000,0.10761,1.04291,1.46337,0.37744,-0.41922,-0.80490,-1.57259,-0.13522
1.43919,0.01478,-0.00061,0.00090,0.00071,-0.19284,0.07149,-0.10788,0.20057,-0.13374,-0.20313,-0.01948,-0.97896,0.00000,0.00000,0.00000,-0.05724,0.24176,0.37974,0.84730,-0.04063,-0.23866,-0.36507,0.19690,0.00000,-0.14000,0.00000,0.40000,0.00000,0.11000,0.13000,0.21000,0.09600,1.08166,1.40034,0.61682,-0.42491,-0.86498,-1.47636,-0.41193
1.45950,-0.02850,-0.00048,0.00092,0.00048,-0.19175,0.06953,-0.08604,-0.01275,-0.15664,-0.20156,-0.01851,-0.97930,0.00000,0.00000,0.00000,-0.05704,0.24196,0.37924,0.85270,-0.04063,-0.24016,-0.36517,0.20090,-0.02000,0.03000,-0.01000,0.09000,-0.01000,-0.09000,0.00000,0.19000,0.09639,1.17605,1.20795,1.13933,-0.45300,-0.89892,-1.44906,-0.28626
1.47942,-0.05419,-0.00041,0.00102,0.00045,-0.19404,0.06924,0.00131,-0.14005,-0.16863,-0.20360,-0.01830,-0.97888,0.00000,0.00000,0.00000,-0.05724,0.24476,0.37624,0.85580,-0.04023,-0.24076,-0.36477,0.20600,-0.03000,0.09000,-0.16000,0.29000,0.00000,0.06000,0.04000,0.29000,0.06033,1.23456,0.78186,1.54307,-0.37031,-0.96239,-1.34880,-0.05316
1.49943,-0.06293,-0.00036,0.00107,0.00046,-0.19737,0.07079,0.06017,-0.19278,-0.17422,-0.20708,-0.01951,-0.97813,0.00000,0.00000,0.00000,-0.05754,0.24496,0.36894,0.85950,-0.04063,-0.24116,-0.36347,0.20960,-0.03000,-0.04000,-0.40000,0.05000,0.00000,-0.03000,0.09000,0.16000,0.09716,1.13724,0.45193,1.25391,-0.33445,-1.01125,-1.36638,-0.38177
1.51942,-0.04130,-0.00031,0.00108,0.00050,-0.20046,0.07289,0.05830,-0.11954,-0.17901,-0.21044,-0.02137,-0.97737,0.00000,0.00000,0.00000,-0.05924,0.24086,0.36244,0.86500,-0.04093,-0.24176,-0.36107,0.21230,-0.03000,-0.16000,-0.17000,0.43000,-0.01000,0.00000,0.19000,0.03000,0.16813,0.95717,0.53610,0.13723,-0.34865,-0.96847,-1.45566,-1.48272
1.53946,-0.01194,-0.00030,0.00109,0.00051,-0.20115,0.07356,-0.02479,-0.02074,-0.12495,-0.21118,-0.02243,-0.97719,0.00000,0.00000,0.00000,-0.05974,0.23996,0.36344,0.87570,-0.04203,-0.24016,-0.35837,0.21030,0.00000,-0.01000,0.13000,0.62000,-0.10000,0.14000,0.16000,-0.14000,0.22954,0.87585,1.09702,-0.82344,-0.46593,-0.85047,-1.54504,-2.23018
1.55945,0.05871,-0.00066,0.00097,0.00081,-0.20199,0.07234,-0.09536,-0.03166,-0.11430,-0.21165,-0.02166,-0.97711,0.00000,0.00000,0.00000,-0.05934,0.23996,0.37114,0.88140,-0.04223,-0.23856,-0.35827,0.20530,0.02000,0.00000,0.47000,0.11000,0.00000,0.03000,0.00000,-0.28000,0.19037,0.81285,1.70677,-1.49159,-0.53902,-0.72684,-1.64858,-2.66307
1.57944,0.06252,-0.00095,0.00115,0.00083,-0.20300,0.07047,-0.11241,-0.05456,-0.12868,-0.21211,-0.02028,-0.97704,0.00000,0.00000,0.00000,-0.05804,0.23966,0.37924,0.87950,-0.04193,-0.23876,-0.35907,0.19970,0.00000,0.00000,0.31000,-0.10000,0.02000,0.00000,-0.01000,-0.27000,0.15159,0.72252,1.85925,-2.11072,-0.60116,-0.69047,-1.81209,-2.68384
1.59922,0.06922,-0.00134,0.00165,0.00096,-0.20215,0.06883,-0.01573,0.05916,-0.09512,-0.21089,-0.01941,-0.97732,0.00000,0.00000,0.00000,-0.05764,0.24146,0.38174,0.87200,-0.04053,-0.23856,-0.35847,0.19090,0.00000,-0.12000,0.03000,-0.55000,0.03000,0.06000,0.05000,-0.55000,0.07929,0.79469,1.67039,-3.01190,-0.50166,-0.71731,-1.66363,-3.15922
1.61921,0.06551,-0.00130,0.00167,0.00098,-0.20198,0.06922,0.03993,-0.00955,-0.09566,-0.21078,-0.02021,-0.97733,0.00000,0.00000,0.00000,-0.05664,0.24106,0.37904,0.86080,-0.04093,-0.23716,-0.35877,0.17890,0.03000,0.08000,-0.05000,-0.71000,0.00000,0.06000,-0.02000,-0.63000,0.14108,0.90582,1.56799,-3.53197,-0.54172,-0.70793,-1.65731,-3.78256
1.63922,0.04923,-0.00093,0.00126,0.00090,-0.20139,0.06924,-0.01520,0.05783,-0.11536,-0.21018,-0.02075,-0.97744,0.00000,0.00000,0.00000,-0.05664,0.24126,0.37884,0.84560,-0.04073,-0.23706,-0.35847,0.16170,0.02000,-0.01000,0.05000,-0.70000,0.03000,0.00000,0.01000,-0.81000,0.13366,0.91634,1.50475,-4.03514,-0.46406,-0.74160,-1.53899,-4.60139
1.65929,0.03818,-0.00076,0.00096,0.00084,-0.19949,0.06863,-0.02985,0.13346,-0.09885,-0.20819,-0.02107,-0.97786,0.00000,0.00000,0.00000,-0.05654,0.24176,0.37934,0.82620,-0.04093,-0.23626,-0.35867,0.14190,0.00000,0.00000,0.00000,-0.96000,0.01000,0.01000,-0.03000,-1.05000,0.14909,0.99949,1.42121,-4.46051,-0.48054,-0.78179,-1.43529,-5.30725
1.67947,0.00543,-0.00063,0.00087,0.00062,-0.19712,0.06748,-0.02878,0.12361,-0.10658,-0.20564,-0.02097,-0.97840,0.00000,0.00000,0.00000,-0.05514,0.24266,0.37934,0.80380,-0.04073,-0.23626,-0.35857,0.11700,0.13000,0.05000,0.00000,-1.06000,0.00000,0.00000,-0.02000,-1.31000,0.18318,1.08363,1.37492,-4.55999,-0.51531,-0.78395,-1.42483,-5.73938
1.69925,-0.04268,-0.00052,0.00098,0.00047,-0.19501,0.06629,-0.03411,0.09831,-0.11643,-0.20333,-0.02072,-0.97889,0.00000,0.00000,0.00000,-0.05404,0.24436,0.37774,0.78140,-0.04053,-0.23646,-0.35827,0.09040,0.01000,0.11000,-0.11000,-1.11000,0.02000,0.00000,0.01000,-1.39000,0.15876,1.15932,1.21301,-4.46126,-0.45943,-0.83539,-1.36036,-5.82853
1.71921,-0.07100,-0.00043,0.00110,0.00044,-0.19281,0.06568,0.02368,0.15157,-0.10658,-0.20105,-0.02107,-0.97935,0.00000,0.00000,0.00000,-0.05424,0.24746,0.37514,0.75600,-0.04043,-0.23696,-0.35827,0.05950,-0.01000,0.16000,-0.24000,-1.25000,0.02000,-0.03000,0.01000,-1.62000,0.16578,1.23802,0.87260,-4.33646,-0.42450,-0.88327,-1.32522,-5.79572
1.73946,-0.06043,-0.00039,0.00111,0.00048,-0.19216,0.06567,0.03007,-0.00955,-0.17928,-0.20037,-0.02178,-0.97948,0.00000,0.00000,0.00000,-0.05364,0.24666,0.37004,0.72590,-0.04063,-0.23976,-0.35867,0.02660,0.05000,0.00000,-0.22000,-1.44000,0.00000,-0.17000,0.04000,-1.50000,0.28059,1.22822,0.70850,-4.25121,-0.46920,-0.88603,-1.42779,-5.88294
1.75952,-0.01491,-0.00036,0.00101,0.00050,-0.19278,0.06629,0.02874,-0.01408,-0.19233,-0.20103,-0.02278,-0.97932,0.00000,0.00000,0.00000,-0.05314,0.24536,0.36844,0.70220,-0.04093,-0.24056,-0.35897,-0.00610,0.06000,-0.09000,0.00000,-1.19000,-0.01000,0.06000,-0.01000,-1.71000,0.31034,1.02976,0.93485,-4.40186,-0.49865,-0.88779,-1.52198,-6.01266
1.77944,0.04185,-0.00049,0.00087,0.00064,-0.19065,0.06554,-0.05675,0.16036,-0.18567,-0.19875,-0.02333,-0.97977,0.00000,0.00000,0.00000,-0.05294,0.24136,0.37064,0.68280,-0.04083,-0.24016,-0.36117,-0.04030,0.03000,-0.29000,0.09000,-1.00000,0.02000,0.02000,-0.23000,-1.71000,0.32514,0.85858,1.46847,-4.50879,-0.56017,-0.82052,-1.65359,-5.87043
1.79949,0.06818,-0.00080,0.00094,0.00076,-0.18780,0.06401,-0.02932,0.13426,-0.15798,-0.19562,-0.02316,-0.98041,0.00000,0.00000,0.00000,-0.05194,0.23746,0.37684,0.66390,-0.04093,-0.23826,-0.36557,-0.07300,0.07000,-0.12000,0.57000,-1.07000,0.00000,0.14000,-0.27000,-1.61000,0.34162,0.71873,1.90232,-4.89243,-0.65746,-0.71627,-1.87743,-5.47029
1.81938,0.06131,-0.00096,0.00111,0.00078,-0.18534,0.06198,-0.11241,0.17714,-0.20005,-0.19276,-0.02254,-0.98099,0.00000,0.00000,0.00000,-0.04884,0.23756,0.38354,0.63770,-0.04003,-0.23806,-0.37007,-0.11110,0.25000,0.08000,0.00000,-1.33000,0.06000,0.00000,-0.01000,-1.89000,0.22521,0.76145,1.78949,-5.67929,-0.50832,-0.73207,-1.73489,-5.65711
1.83939,0.05264,-0.00094,0.00106,0.00079,-0.18284,0.05921,-0.11614,0.06795,-0.18274,-0.18974,-0.02108,-0.98161,0.00000,0.00000,0.00000,-0.04324,0.23926,0.38444,0.60630,-0.03943,-0.23806,-0.36817,-0.14790,0.14000,0.10000,0.07000,-1.66000,0.01000,-0.01000,0.19000,-1.82000,0.24024,0.79753,1.75037,-6.30978,-0.50089,-0.79631,-1.68606,-6.11929
1.85947,0.04363,-0.00087,0.00098,0.00079,-0.18293,0.05762,-0.03544,-0.01222,-0.16650,-0.18945,-0.02024,-0.98168,0.00000,0.00000,0.00000,-0.04254,0.24046,0.38264,0.56970,-0.03823,-0.23806,-0.36807,-0.18810,0.02000,0.02000,-0.14000,-1.86000,0.03000,0.00000,0.00000,-1.96000,0.17752,0.88301,1.60525,-6.73785,-0.41184,-0.81365,-1.60192,-6.65461
1.87941,0.02703,-0.00077,0.00089,0.00074,-0.18229,0.05759,0.02182,0.12227,-0.17848,-0.18874,-0.02102,-0.98180,0.00000,0.00000,0.00000,-0.04324,0.24126,0.38114,0.53130,-0.03823,-0.23806,-0.36797,-0.23180,-0.02000,0.11000,-0.03000,-1.97000,0.00000,0.00000,0.00000,-2.08000,0.18323,0.91295,1.46725,-7.15823,-0.39254,-0.82638,-1.52225,-7.28611
1.89926,-0.01561,-0.00061,0.00089,0.00051,-0.17846,0.05771,0.05138,0.20403,-0.18035,-0.18500,-0.02249,-0.98248,0.00000,0.00000,0.00000,-0.04264,0.24146,0.38074,0.49050,-0.03863,-0.23876,-0.36777,-0.27680,0.01000,-0.02000,0.00000,-2.06000,-0.03000,-0.05000,0.01000,-2.15000,0.22397,0.98664,1.40336,-7.31794,-0.37718,-0.88476,-1.42192,-7.76790
1.91953,-0.05423,-0.00048,0.00100,0.00042,-0.17466,0.05785,0.02768,0.13293,-0.15345,-0.18129,-0.02395,-0.98314,0.00000,0.00000,0.00000,-0.04294,0.24376,0.37954,0.44510,-0.03873,-0.24006,-0.36517,-0.32810,-0.02000,0.15000,-0.02000,-2.29000,0.00000,-0.02000,0.24000,-2.60000,0.18052,1.14801,1.21036,-7.10744,-0.29737,-0.95062,-1.26735,-7.85028
1.93946,-0.06679,-0.00043,0.00104,0.00042,-0.17218,0.05690,-0.06713,0.09165,-0.16517,-0.17865,-0.02403,-0.98362,0.00000,0.00000,0.00000,-0.04314,0.24676,0.37834,0.40070,-0.03843,-0.24066,-0.36177,-0.38180,0.02000,0.07000,-0.05000,-2.25000,0.03000,0.03000,0.10000,-2.73000,0.18669,1.22974,1.01782,-6.61842,-0.29866,-0.94325,-1.25609,-7.67953
1.95944,-0.05647,-0.00037,0.00097,0.00042,-0.17152,0.05634,-0.00428,0.05064,-0.16490,-0.17783,-0.02420,-0.98376,0.00000,0.00000,0.00000,-0.04264,0.24756,0.37844,0.35480,-0.03873,-0.24066,-0.36137,-0.43630,0.01000,0.00000,0.02000,-2.14000,0.00000,0.00000,-0.10000,-2.57000,0.24361,1.14048,1.02857,-6.37068,-0.41175,-0.91234,-1.41719,-7.61923
1.97945,-0.05274,-0.00037,0.00103,0.00043,-0.16926,0.05619,0.00371,0.15690,-0.15292,-0.17554,-0.02503,-0.98415,0.00000,0.00000,0.00000,-0.04224,0.24656,0.37894,0.31390,-0.03863,-0.24036,-0.36327,-0.48550,0.00000,-0.13000,0.01000,-2.20000,0.01000,0.00000,-0.11000,-2.50000,0.29038,0.99519,1.25442,-6.61619,-0.42133,-0.85735,-1.50792,-7.93024
1.99946,-0.00174,-0.00035,0.00089,0.00044,-0.16481,0.05595,0.02368,0.22933,-0.14706,-0.17110,-0.02616,-0.98491,0.00000,0.00000,0.00000,-0.04224,0.24516,0.37884,0.26890,-0.03903,-0.24046,-0.36487,-0.54300,-0.01000,-0.01000,-0.03000,-2.19000,-0.02000,0.00000,-0.07000,-2.75000,0.29220,1.05353,1.30323,-6.56399,-0.43844,-0.86228,-1.52037,-7.87686
2.01948,0.06895,-0.00060,0.00073,0.00066,-0.16142,0.05544,-0.02239,0.15983,-0.18301,-0.16764,-0.02678,-0.98548,0.00000,0.00000,0.00000,-0.04074,0.24206,0.38214,0.22690,-0.03983,-0.23976,-0.36987,-0.59520,0.10000,-0.21000,0.29000,-2.26000,0.00000,0.07000,-0.31000,-2.64000,0.42487,0.92891,1.71233,-6.09640,-0.56067,-0.78074,-1.78185,-7.28778
2.03941,0.06401,-0.00082,0.00085,0.00069,-0.15824,0.05438,-0.04876,0.12787,-0.16357,-0.16428,-0.02690,-0.98605,0.00000,0.00000,0.00000,-0.04024,0.23856,0.38844,0.18100,-0.03963,-0.23816,-0.37457,-0.64980,0.08000,0.01000,0.24000,-2.08000,0.02000,0.07000,-0.35000,-2.62000,0.39544,0.70585,1.98146,-6.33640,-0.52830,-0.72685,-1.91737,-6.98180
2.05949,0.05675,-0.00085,0.00084,0.00072,-0.15465,0.05299,-0.04103,0.22081,-0.12389,-0.16048,-0.02663,-0.98668,0.00000,0.00000,0.00000,-0.03944,0.24006,0.39154,0.13930,-0.03943,-0.23806,-0.37567,-0.70070,-0.01000,0.00000,0.34000,-2.20000,-0.01000,0.04000,-0.06000,-2.66000,0.30031,0.81260,1.81428,-6.91503,-0.42391,-0.77000,-1.71766,-7.16213
2.07943,0.05095,-0.00081,0.00077,0.00075,-0.15238,0.05135,-0.06127,0.03785,-0.14599,-0.15792,-0.02599,-0.98711,0.00000,0.00000,0.00000,-0.03754,0.24086,0.39354,0.09260,-0.03953,-0.23816,-0.37357,-0.75670,0.17000,0.11000,0.15000,-2.37000,0.00000,0.00000,0.01000,-2.86000,0.31665,0.91937,1.74567,-7.13903,-0.45336,-0.78283,-1.67200,-7.43887
2.09942,0.04269,-0.00071,0.00067,0.00073,-0.15102,0.04977,-0.07699,0.10736,-0.14812,-0.15628,-0.02510,-0.98739,0.00000,0.00000,0.00000,-0.03574,0.24296,0.39364,0.03980,-0.03923,-0.23896,-0.37347,-0.81480,0.05000,-0.01000,-0.01000,-2.56000,0.04000,-0.08000,-0.01000,-2.72000,0.24566,0.94448,1.64383,-7.28890,-0.36792,-0.83131,-1.58032,-7.66241
2.11944,0.02491,-0.00059,0.00060,0.00057,-0.14760,0.04826,-0.04343,0.20377,-0.10018,-0.15264,-0.02457,-0.98798,0.00000,0.00000,0.00000,-0.03394,0.24276,0.39334,-0.00860,-0.03863,-0.23956,-0.37377,-0.86820,0.06000,-0.03000,0.05000,-2.39000,0.05000,0.05000,-0.02000,-2.83000,0.23658,1.01551,1.55236,-7.24006,-0.36568,-0.85624,-1.52928,-7.85202
2.13938,-0.01410,-0.00054,0.00069,0.00039,-0.14291,0.04678,-0.02186,0.20803,-0.10897,-0.14778,-0.02427,-0.98872,0.00000,0.00000,0.00000,-0.03304,0.24386,0.39364,-0.05930,-0.03853,-0.23956,-0.37367,-0.92510,0.07000,0.09000,0.00000,-2.39000,0.00000,0.00000,-0.01000,-2.85000,0.23100,1.16542,1.44904,-6.82188,-0.34467,-0.85763,-1.46854,-7.67626
2.15945,-0.04960,-0.00047,0.00085,0.00036,-0.13952,0.04632,-0.00082,0.16808,-0.11696,-0.14434,-0.02462,-0.98922,0.00000,0.00000,0.00000,-0.03294,0.24786,0.39154,-0.10750,-0.03873,-0.24006,-0.37277,-0.98060,0.00000,0.24000,-0.20000,-2.31000,-0.02000,-0.08000,0.07000,-2.70000,0.19524,1.29171,1.23817,-5.88625,-0.28289,-0.93820,-1.35282,-7.05371
2.17941,-0.04961,-0.00042,0.00082,0.00037,-0.13886,0.04578,0.00983,-0.04151,-0.14626,-0.14356,-0.02458,-0.98934,0.00000,0.00000,0.00000,-0.03294,0.25156,0.38734,-0.15570,-0.03843,-0.24126,-0.36837,-1.03750,-0.01000,0.17000,-0.14000,-2.52000,0.01000,0.00000,0.29000,-2.76000,0.20194,1.31954,1.06346,-4.79568,-0.24989,-0.97145,-1.32858,-6.45817
2.19940,-0.04729,-0.00041,0.00082,0.00038,-0.14102,0.04570,-0.04024,-0.04391,-0.20325,-0.14560,-0.02456,-0.98904,0.00000,0.00000,0.00000,-0.03284,0.25416,0.38254,-0.20230,-0.03853,-0.24226,-0.36387,-1.08600,0.03000,0.13000,-0.23000,-2.19000,0.01000,-0.17000,0.14000,-2.30000,0.20416,1.15227,1.12876,-4.20743,-0.25794,-0.94396,-1.41850,-6.34514
2.21954,-0.02230,-0.00037,0.00082,0.00042,-0.14240,0.04506,-0.03784,-0.02340,-0.22908,-0.14676,-0.02433,-0.98887,0.00000,0.00000,0.00000,-0.03274,0.25596,0.38154,-0.24580,-0.03863,-0.24256,-0.36207,-1.13350,0.02000,0.12000,0.00000,-1.92000,0.00000,0.00000,0.11000,-2.16000,0.18283,1.06045,1.22211,-4.01127,-0.23866,-0.97888,-1.40962,-6.38591
2.23945,0.04608,-0.00041,0.00063,0.00051,-0.14183,0.04436,-0.03837,0.03013,-0.23734,-0.14599,-0.02443,-0.98898,0.00000,0.00000,0.00000,-0.03214,0.25586,0.38244,-0.28030,-0.03883,-0.24126,-0.36227,-1.17500,0.08000,0.00000,0.00000,-1.71000,-0.01000,0.05000,-0.09000,-2.01000,0.25209,0.93914,1.45522,-3.73526,-0.34385,-0.94946,-1.62163,-6.11974
2.25947,0.05894,-0.00071,0.00066,0.00059,-0.14101,0.04313,-0.05834,0.03040,-0.24826,-0.14490,-0.02403,-0.98915,0.00000,0.00000,0.00000,-0.02864,0.25276,0.38684,-0.31340,-0.03903,-0.23956,-0.36797,-1.21640,0.22000,-0.30000,0.50000,-1.54000,0.00000,0.05000,-0.16000,-1.77000,0.37690,0.63876,1.96676,-3.87897,-0.45486,-0.79897,-2.04607,-5.69459
2.27941,0.04617,-0.00072,0.00068,0.00064,-0.13776,0.03986,-0.17446,0.33559,-0.24000,-0.14118,-0.02199,-0.98974,0.00000,0.00000,0.00000,-0.02574,0.24596,0.39334,-0.34150,-0.03773,-0.24076,-0.37147,-1.25600,0.27000,-0.15000,0.10000,-1.27000,0.08000,0.02000,-0.08000,-1.99000,0.23897,0.66343,1.87790,-4.58456,-0.24919,-0.87484,-1.83534,-5.78497
2.29955,0.04488,-0.00071,0.00061,0.00070,-0.13360,0.03671,-0.14783,0.15130,-0.12602,-0.13664,-0.01983,-0.99042,0.00000,0.00000,0.00000,-0.02304,0.24066,0.39584,-0.37130,-0.03813,-0.23496,-0.37087,-1.30180,0.08000,-0.17000,-0.12000,-1.52000,-0.03000,0.22000,0.00000,-2.22000,0.22573,0.85534,1.82656,-5.17170,-0.32313,-0.88423,-1.76873,-5.78327
2.31946,0.04026,-0.00064,0.00058,0.00071,-0.13164,0.03430,-0.08604,0.06448,-0.10311,-0.13438,-0.01811,-0.99077,0.00000,0.00000,0.00000,-0.02044,0.24146,0.39324,-0.40520,-0.03933,-0.23336,-0.36727,-1.35080,0.09000,0.12000,-0.13000,-1.61000,-0.07000,0.08000,0.15000,-2.47000,0.13575,1.01407,1.66042,-5.38688,-0.27689,-0.81290,-1.70879,-5.88782
2.33933,0.03244,-0.00051,0.00053,0.00060,-0.13155,0.03333,-0.04663,-0.02926,-0.16783,-0.13413,-0.01749,-0.99081,0.00000,0.00000,0.00000,-0.02054,0.24186,0.39274,-0.43730,-0.04003,-0.23316,-0.36217,-1.39900,0.00000,0.03000,0.00000,-1.65000,0.00000,-0.01000,0.27000,-2.43000,0.09757,1.06355,1.57982,-5.26193,-0.18500,-0.85627,-1.63166,-5.91080
2.35930,0.00986,-0.00043,0.00054,0.00045,-0.13197,0.03204,-0.07699,-0.04471,-0.11244,-0.13435,-0.01656,-0.99080,0.00000,0.00000,0.00000,-0.02064,0.24296,0.39204,-0.47400,-0.03983,-0.23326,-0.35457,-1.44810,0.00000,0.04000,-0.02000,-1.87000,0.00000,0.01000,0.33000,-2.40000,0.05108,1.06300,1.50297,-5.12878,-0.12033,-0.92813,-1.50349,-5.87108
2.37967,-0.03103,-0.00045,0.00072,0.00035,-0.13280,0.03080,-0.07992,-0.02260,-0.08474,-0.13500,-0.01551,-0.99072,0.00000,0.00000,0.00000,-0.02124,0.24466,0.39064,-0.50780,-0.03983,-0.23356,-0.34887,-1.49320,-0.01000,0.17000,-0.10000,-1.74000,0.00000,0.01000,0.22000,-2.23000,-0.01780,1.24061,1.37685,-4.58497,-0.10011,-0.88698,-1.39466,-5.58071
2.39944,-0.05450,-0.00042,0.00080,0.00034,-0.13262,0.02969,-0.04157,-0.03672,-0.10205,-0.13466,-0.01473,-0.99078,0.00000,0.00000,0.00000,-0.02154,0.25116,0.38424,-0.54300,-0.03953,-0.23366,-0.34547,-1.53420,-0.02000,0.24000,-0.57000,-1.61000,0.02000,-0.02000,0.18000,-1.85000,-0.07565,1.36637,1.15963,-3.82148,-0.06121,-0.89860,-1.27101,-5.16618
2.41952,-0.05082,-0.00040,0.00075,0.00033,-0.13522,0.02951,-0.01280,-0.16668,-0.19340,-0.13716,-0.01469,-0.99044,0.00000,0.00000,0.00000,-0.02274,0.25476,0.37744,-0.58140,-0.03953,-0.23676,-0.34187,-1.57100,-0.02000,0.14000,-0.14000,-2.10000,0.01000,-0.29000,0.11000,-1.64000,-0.05483,1.32017,0.98990,-3.01070,-0.03256,-0.94366,-1.30037,-4.91564
2.43946,-0.04836,-0.00038,0.00078,0.00034,-0.13950,0.02970,0.04339,-0.11741,-0.25039,-0.14131,-0.01516,-0.98985,0.00000,0.00000,0.00000,-0.02234,0.25926,0.37414,-0.61390,-0.03953,-0.24296,-0.34037,-1.60470,-0.01000,0.14000,0.00000,-1.33000,0.00000,-0.18000,0.03000,-1.64000,-0.03123,1.15923,1.06298,-2.54421,-0.00986,-1.00132,-1.30141,-4.96199
2.45947,-0.03416,-0.00034,0.00080,0.00038,-0.13972,0.03062,0.06443,0.07807,-0.26237,-0.14156,-0.01661,-0.98979,0.00000,0.00000,0.00000,-0.02234,0.25856,0.37174,-0.63870,-0.03943,-0.24226,-0.33937,-1.63430,0.02000,-0.09000,-0.06000,-1.08000,0.00000,0.09000,0.08000,-1.53000,-0.01813,1.09654,1.13151,-2.40878,0.00675,-1.05335,-1.30881,-4.80099
2.47950,0.02788,-0.00029,0.00069,0.00046,-0.13682,0.03149,0.00797,0.12148,-0.20618,-0.13870,-0.01839,-0.99016,0.00000,0.00000,0.00000,-0.02244,0.25596,0.37134,-0.65850,-0.04003,-0.24136,-0.33957,-1.66600,0.00000,-0.09000,0.03000,-0.84000,-0.02000,0.03000,-0.13000,-1.51000,0.06964,1.01301,1.42482,-2.12935,-0.08652,-1.00999,-1.49113,-4.46728
